RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity
-0.015198547,-0.008396355,-0.005255662,-0.003746942,0.01837002,-0.007959422,-0.001777383,0.002385687,-0.011547472,-0.014967397,-0.018362352,0.015560192,-0.000592885,0,-0.005299733,-0.00309677,0.019498246,-0.037954547,0.005116206,-0.034565967,0.002465282,-0.008448127
-0.014201964,0.00403905,-0.004678195,-0.003326346,-0.01117692,0.011506976,0.008414576,-0.032286905,-0.014708605,-0.012414904,0.029714017,0.029074185,0.002763796,0,-0.014902974,0.016185263,-0.019054886,-0.018242024,-0.006851565,-0.000554017,-0.009566294,-0.009631959
0.005980237,-0.003364741,0.002266376,-0.005083157,0.002765354,-0.005463002,-0.007969934,0.006541315,0.000505008,0.010127446,-0.000705716,0.006938912,-0.004247549,0,-0.001020929,0.004104824,-0.018521533,-0.002949855,-0.008065439,0.011296442,-0.019665083,0.000889581
-0.020698916,-0.000674309,-0.02583649,-0.002478316,-0.021841742,-0.02187544,-0.009379256,-0.039057727,-0.037377915,-0.016160413,-0.004244789,0.035531428,0.003557316,0,-0.00526702,-0.012044334,-0.025334018,-0.011887213,-0.005486681,-0.003568002,-0.01507117,-0.02795178
0.016409037,-0.017350325,0.001083508,0.002187068,-0.014971216,0.007808182,0.006039611,-0.00851069,-0.011420664,-0.007475506,-0.019869982,0.005375669,-0.001579467,0,0.009635111,-0.039474323,-0.001297618,-0.001121705,0.008618854,0.003019906,-0.015737463,0.023830819
-0.021416089,-0.011389252,-0.015591211,-0.007015521,-0.009482757,-0.007808182,-0.010762436,0.025317808,-0.011910193,0.008406027,-0.008351537,0.001785487,-0.006342935,0,-0.001599419,0.006379518,-0.006046811,-0.025768762,0.016445841,0.001095891,-0.009281215,-0.04345287
-0.027189846,-0.015742847,-0.026914595,-0.041629008,-0.038768242,-0.031279206,0.005171456,-0.033039854,-0.013321529,-0.017987503,-0.038469856,-0.002296212,-0.011197877,0,-0.012740891,0.010314899,-0.009657381,0.004213758,-0.00573972,0.001094691,-0.014799331,-0.019182701
0.014720266,0.005976464,-0.009569451,-0.052581747,-0.001415929,-0.022197173,-0.01173034,-0.067701716,-0.037106241,-0.01928193,-0.013543364,-0.001277955,-0.038223824,-0.047300197,-0.030831535,0.031117393,0.027689217,0.021555004,-0.027944765,-0.060026469,-0.023028967,-0.021741292
0.012940057,0.029358006,-0.005884293,0.010101906,-0.007734403,0.009406301,-0.005232636,-0.005545301,-0.02321261,0.000482587,-0.027254948,0.000255722,-0.012508704,-0.055320926,-0.015779722,-0.003587519,-0.002293684,0.007825641,-0.001555038,-0.041512038,-0.013798398,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010915437,-0.006487986,-0.017529802,0.001753408,-0.006536264,0.014522474,-0.006636939,0.03012551,0.025654614,-0.021128691,0.01488764,0.000766773,0.012926458,0.025933815,-0.003402942,0.027957879,-0.006727826,0.001112966,0.012446307,0.02540863,0.034771866,0.022691411
-0.030388861,-0.029551951,-0.00417956,-0.036491522,-0.017215248,-0.040605755,0.010734373,-0.05927661,0.00747667,-0.03442278,-0.024405856,-0.016227014,-0.033984368,-0.028917678,-0.003103665,-0.040360432,-0.040864379,-0.027059148,-0.008969329,-0.008298803,-0.024176106,-0.022448575
-0.01109247,0.004927852,0.0182608,0.029619741,9.14E-05,-0.013910112,-0.002729756,0.021709206,-0.006913977,-0.004771652,0.000796654,0.015971488,0.031370535,-0.016434224,-0.017086394,0.00484002,0.047408482,0,0.001697104,0.02614336,-0.003488803,0.017092376
0.005320448,0.045977223,0.021481705,-0.009506234,0.009911425,0.012407483,-0.01584237,0.066811846,0.021518174,0.00647031,0.018345519,0.001787311,0.02940023,0.001104058,0.062362242,-0.008674857,0.006866587,0.005319161,0.039251904,-0.015780573,0.021202851,0.005593588
0.033520925,0.008016075,0.0177137,0.023202897,0.04442029,0.020244812,-0.003013098,0.041904378,0.012039547,0.040251567,0.012625204,0.003819228,-0.004993641,0.077216436,0.002522069,0.00585436,-0.006407345,0.001892864,-0.009472668,-0.000884043,0.021379756,0.021602155
0.000777182,-0.002664892,-0.02969959,-0.004597709,0.012557144,-0.039067468,0.010621204,0.025631829,0.001268461,-0.024256614,0.007116099,-0.006117786,0.013597368,-0.047055204,0.002515725,0.001344086,-0.014615004,-0.005309076,-0.003225462,-0.026285862,0.012698861,-0.024573572
-0.016133172,0.001000167,-0.006703205,-0.03295404,0.000341822,-0.02891543,-0.009461245,-0.013147272,-0.02234116,0.01046782,-0.004610073,-0.000255722,0.021240266,-0.02109897,-0.020606971,0.002763137,0.005760492,-0.01339733,-0.0032359,0.012930567,-0.006110354,-0.041189082
0.027565399,0.014883688,-0.014540904,0.009480293,-0.002223934,0.020915387,-0.00791438,0.008237279,0.024511928,0.007902577,-0.003471556,0.000255722,0.003742372,0.016538265,0.013338527,0.001606082,-0.008186092,0.022858138,0.006676024,0.002685366,-0.002805789,0.010856263
-0.010810916,0.003277617,-0.005340467,0.005354114,-0.002658094,-0.011808714,-0.003511651,0.004093334,0.017553737,0.001311046,-0.024050431,-0.000255722,-0.021963616,-0.011085689,0.015804184,0.002057366,0.011053942,-0.005287021,-0.021697532,0.00148876,-0.020939457,0.007213186
-0.015334364,0.018158735,-0.003856154,-0.002916871,-0.014093874,-0.012582739,0,-0.025653041,-0.029734599,-0.005913289,-0.004164607,0.011190351,-0.010809824,-0.015618895,-0.02222643,-0.004279798,-0.014328492,0,-0.028026745,-0.024090295,-0.020380217,0.002554901
-0.017175995,-0.001607976,-0.005221064,-0.016526597,-0.008306785,0.000632911,-0.000234549,-0.043690032,0.018844551,-0.008603627,-0.01179424,-0.010934629,-0.011441539,-0.001105278,-0.019059721,0.002543338,-0.013586396,-0.015646188,-0.02381699,0.012117688,-0.026801808,-0.022859543
0.00240327,0.004495833,0.002024292,0.006413968,0.003768463,0.019734391,0,0.038648004,0.002509861,0.011071748,0.004814453,0,0.008797111,0.019710466,-0.010439149,-0.00165913,-0.001330799,0.018670765,0.018992982,0.017313865,0.010937244,0.013459486
-0.00561664,0.00924899,-0.008971706,-0.001312336,-0.007815627,-0.020367303,0.004447052,-0.005914677,0.005357156,0.00278986,-0.001401823,0.000766773,-0.005412319,-0.006799972,-0.000617475,-0.012748983,-0.023093492,0.018699124,-0.007660548,-0.023354355,-0.002513383,0.009764511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.02939467,-0.028987537,-0.028632518,-0.037803464,-0.059292089,-0.039385336,-0.001636088,-0.048620687,-0.041638594,-0.006906786,-0.062429857,-0.003839759,-0.03278641,-0.033863907,-0.063756451,-0.034973135,0.007467425,-0.020210269,-0.071148819,-0.043969931,-0.013984929,-0.017027422
-0.021441357,0.001632653,0.010270784,-0.002731309,-0.015460338,-0.033481534,0.000701508,0.02547349,-0.034375434,0.028949818,-0.009860744,0.003072986,-0.023336533,0.011787956,-0.017934722,-0.034669034,-0.032203843,-0.016390685,-0.02232051,-0.02825228,0.009501036,0.018241309
-0.008843595,-0.002940698,-0.021886543,-0.005828921,0.006156197,-0.019945641,0.002801122,-0.001736112,0.020729087,-0.017464868,0.010500471,0.003573255,0.011415157,-0.033189828,-0.030452298,0.002265862,-0.029671561,-0.024904011,-0.000669008,-0.042234041,-0.020239011,0.006891159
0.030782012,-0.001965281,0.015632179,0.006683257,0.009210591,0.044497067,0.01595594,0.047506812,0.017722691,-0.001142577,0.01921309,-0.003828977,0.017723998,0.025627826,0.030787362,0.004343049,0.057226935,0.033323502,0.018318719,0.009129396,0.009129878,0.028505493
0.023896391,0.01915954,-0.004716578,0.012559568,0.008662902,0.016147986,0.032279069,0.086458891,0.009203084,0.004562498,0.010815413,0,-0.004639401,0.015067249,0.015127876,-0.00124308,0.001067184,0,-0.001644061,0,0.023206805,0.013607234
0.008535361,-0.00386723,0.016497726,-0.012901214,-0.002321372,-0.019809165,0.018268363,0.019564206,-0.010313167,-0.013915261,0.011518021,0.003319293,0.00758058,-0.008063439,0.063909302,-0.013982168,-0.017903917,0.007593051,0.027587957,0.076437324,0.019782676,0.014905114
-0.001444275,-0.006478805,-0.006219785,0.005962031,-0.003352271,0.00432541,-0.009642854,-0.018045602,-0.000370302,-0.003467925,-0.003277348,-0.006136557,0.00345532,-0.020590207,0.006940723,-0.032102663,0.001972387,0.011656458,-0.005376573,-0.017933468,0.002807337,0.00306801
0.000802633,-0.002603321,-0.017306611,0.001018503,-0.000373169,-0.012696462,-0.006850099,-0.001518603,-0.002595959,-0.002484473,0.001435162,-0.009276026,-0.018461414,-0.017246763,-0.013150959,0.009196368,-0.005829768,0.029468062,-0.015161018,0.009164229,-0.019911152,-0.022720427
-0.015035446,0.014877377,-0.02084708,-0.007664178,-0.002054923,-0.025541998,-0.009804,-0.042691776,-0.00204442,-0.01386012,0.043694325,-0.019869935,-0.016532851,-0.034811775,-0.007817426,-0.015669276,-0.005465309,0.039848744,-0.02297242,-0.012343882,-0.008058211,-0.029086537
0.008919219,0.034083451,-0.018169104,-0.025804532,-0.01166194,-0.018100042,0.065014225,-0.019215964,0.004455177,-0.006748802,0.01072867,-0.029205023,0.006473911,-0.016344189,0.013098581,-0.016848459,0.037548408,0.007990315,-0.00444017,-0.022219558,0.003620333,-0.008760932
-0.029490997,-0.008725515,0.014922934,-0.032450699,-0.043600739,-0.00704973,-0.030247247,-0.026209526,-0.00911719,-0.022080486,0.024531702,0.011623323,-0.031131344,-0.03730616,-0.019712779,-0.012134595,-0.033868459,-0.04929202,-0.009872248,-0.013110643,-0.00483003,-0.02045858
0.010914611,-0.020234645,0.002345513,0.007582632,0.019376279,0.011955135,-0.006291376,-0.002492731,0.008931954,0.048971459,0.006040033,-0.004309191,0.019447957,-0.015321078,0.011468196,-0.005507402,0.022673592,-0.031760424,0.014897384,-0.004298238,0.001767525,-0.007781179
0.013234406,0.003507097,0.00575024,0.016411357,0.005990935,-0.004905406,0.00974561,0.014044014,0.00092584,-0.011936481,-0.003393029,0.024001152,-0.00185155,0.004813101,-0.016854774,0.005162114,-0.003694705,-0.006021847,-0.007210562,0.003638172,0.001207561,0.018184553
0.000811227,0.008872048,0.031743099,0.013531531,-0.001060292,0.030782302,-0.016953242,0.01304012,-0.002037981,0.013418573,0.006774584,-0.00581397,0.01159716,0.013354729,0.005702534,0.022843948,0.029749819,0.022766425,0.0188386,0.009201511,0.027920712,0.007399803
-0.000486657,-0.00728197,0.027563159,0.014555793,-0.0119332,0.002381358,0.00371951,0.000809389,0.013447748,0.001808467,0.001873712,-0.007181837,0.025953382,0.034459408,0.010214593,0.030522419,0.019847122,-0.004067301,0.029294202,0.042586874,0.035474146,0.004582186
0.014657587,0.017325996,-0.006607394,0.001547057,0.013667639,-0.001700391,-0.001529888,-0.009756175,-0.010115029,0.035181941,0.0156021,0.011677415,0.005653873,-0.002138385,-0.002034589,-0.006210087,0.002129729,-0.006318549,0.013144981,0.009049836,-0.020777224,0.040205828
0.007804451,0.028933997,0.013171416,0.007358637,0.002500001,0.024211001,0.0242017,0.03057358,-0.001294738,-0.017597639,0.011361676,-0.000527844,0.011006237,0.016378892,0.015699398,0.013771168,0.018239816,-0.014269863,0.036446786,-0.001554485,0.010794654,0.016390991
-0.016637722,-0.007613863,-0.009438803,-0.007186889,-0.01646048,-0.012368535,-0.006640273,-0.006359322,0.000924984,-0.023515127,0.000910664,0.003689069,0.008227113,0.0155227,0.002464573,-0.020140616,-0.006560986,0.003775014,-0.018018506,0.00031109,-0.006002313,-0.005586288
-0.003231543,0.003052505,-0.020185427,-0.003268258,0.007004601,-0.003369275,-0.014503988,-0.008006448,-0.010782778,0,0.006170618,0.012026289,-0.004002263,-0.025196294,-0.015504187,-0.012922977,0.007831749,-0.007944055,0.00325809,0.033943023,-0.014536306,-0.009649702
-0.006331704,-0.006421059,0.005342537,0.005840937,0.003773772,0.001686057,0.018793079,0.087681035,-0.010522457,0.028345276,0.004873216,-0.011763304,0.01063731,0.014176078,0.008402103,0.004660593,0.001540902,-0.008390591,-0.002326123,-0.009060769,0.013030082,0.011591339
-0.005225355,0.008856372,-0.009671923,0.000856091,-0.002417445,0.004705891,0.007674308,0.016794845,0.006777134,-0.003056385,0.017667989,0.011763304,-0.00509997,0.010723963,-0.011061887,0.016815729,-0.010378826,0.008010724,-0.013756665,0.041598392,0.006011334,-0.008019289
0.00734038,0.004852906,0.024345451,0.022507084,0.005695821,0.009678033,0.001485411,0.022199265,0.0123067,0.009300901,-0.007101042,0.015472201,0.010680059,0.005024394,0.035247974,0.009517367,0.010378826,0.007947062,0.021874534,0.011861849,0.009473755,0.043220771
-0.026848356,-0.005765454,0.000677277,-0.009583932,-0.007925044,-0.025564796,0.001271456,-0.038258004,-0.005202539,0.000638264,-0.002854596,0.009676673,-0.017143277,0.000884043,-0.00227118,0.007725462,-0.003538542,-0.007187472,-0.006721546,-0.008085519,-0.004550235,-0.017557957
0.006987219,0.004554433,0.000507657,0.021890756,-0.027644277,0.00814392,0.006333143,-0.000736106,-0.003358839,-0.00463667,-0.006272984,-0.015322057,-0.014200809,-0.004723953,-0.007760824,0.000234956,0.012016226,-0.009153382,-0.010598603,-0.008736223,0.004288284,0.004027752
-0.009996751,0.009047106,0.006912276,-0.004140793,-0.006605308,-0.000338009,-0.000842105,0.064860634,0.015026718,0.003998406,-0.003782766,0.00385258,-0.007965664,-0.015809427,0.008669915,0.001613826,0.006980519,-0.001917546,0.026365128,0.001461348,0.013100435,-0.003691486
